"문화행사기타명,""서비스분류코드"",""서비스분류"",""자치구코드"",""자치구명"",""연령구분코드"",""연령구분"",""X좌표값"",""Y좌표값"",""우편번호"",""기본주소"",""상세주소"",""사용료무료여부"",""사용료"",""행사기간시작일"",""행사기간종료일"",""안내URL"",""행사시설명"",""등록일시"",""수정일시"""||||
"추천도서 릴레이,""2001"",""문화행사(보육반장)"",""11545"",""금천구"","""","""",""126.89475"",""37.45666"",""08611"",""서울특별시 금천구 시흥대로73길 70"",""금천구립금나래도서관 (시흥동)"",""Y"","""",""2021-09-01"",""2021-12-31"","""",""금천구립금나래도서관"",""2021-10-02 00:38:18.0"","""""||||
"다시 위로 그림책 세미나,""2001"",""문화행사(보육반장)"",""11545"",""금천구"","""","""",""126.90811"",""37.46758"",""08560"",""서울특별시 금천구 독산로54길 114"",""독산도서관 (독산동)"",""Y"","""",""2021-09-18"",""2021-10-14"","""",""독산도서관"",""2021-10-02 00:30:09.0"","""""||||
"아이와 부모가 함께 듣는 정원에세이(정원인문학 및 반려식물 만들기),""2001"",""문화행사(보육반장)"",""11545"",""금천구"","""","""",""126.89475"",""37.45666"",""08611"",""서울특별시 금천구 시흥대로73길 70"",""금천구청 (시흥동)"",""Y"","""",""2021-10-09"",""2021-10-09"","""",""금천구공원녹지과"",""2021-10-01 19:00:47.0"","""""||||
"[부모교육] 함께하는 육아의 어려움,""2001"",""문화행사(보육반장)"",""11545"",""금천구"","""","""",""126.89475"",""37.45666"",""08611"",""서울특별시 금천구 시흥대로73길 70"","" (시흥동)"",""Y"","""",""2021-10-05"",""2021-10-19"","""",""금천구육아종합지원센터"",""2021-10-01 18:54:30.0"","""""||||
"10월 놀(면서) 자(란다) 알(수록) 자(란다),""2001"",""문화행사(보육반장)"",""11545"",""금천구"","""","""",""126.89475"",""37.45666"",""08611"",""서울특별시 금천구 시흥대로73길 70"","" (시흥동)"",""Y"","""",""2021-10-01"",""2021-10-17"","""",""금천구육아종합지원센터"",""2021-10-01 18:44:57.0"","""""||||
"[강북웰빙스포츠센터] [웰빙] 10월 생활체육 변경 프로그램 안내,""2001"",""문화행사(보육반장)"",""11305"",""강북구"","""","""",""127.03781"",""37.63043"",""01143"",""서울특별시 강북구 오현로31길 51"","" (번동)"",""Y"","""",""2021-10-01"",""2021-10-31"",""https://www.gbcmc.or.kr/fmcs/287?action=read&action-value=93a6ee088fa602a5b2894c4716b19601&page_size=10&document_category_srl=24&search_field=ALL"",""강북웰빙스포츠센터"",""2021-10-01 14:18:37.0"","""""||||
"	2021 가족사랑의 날 10월 '손자녀가 함께하는 자랑나비 만들기',""2001"",""문화행사(보육반장)"",""11305"",""강북구"","""","""",""127.02969"",""37.63773"",""01064"",""서울특별시 강북구 한천로129길 6"","" (번동)"",""Y"","""",""2021-10-15"",""2021-10-15"",""https://gangbuk.familynet.or.kr/center/lay1/program/S295T322C324/receipt/view.do?seq=130806"",""강북구건강다문화가족지원센터"",""2021-10-01 14:11:37.0"","""""||||
"	[너 와 나의 연결고리: 소통]_ 문제해결을 위한 부부집단상담(소통코칭),""2001"",""문화행사(보육반장)"",""11305"",""강북구"","""","""",""127.02969"",""37.63773"",""01064"",""서울특별시 강북구 한천로129길 6"","" (번동)"",""Y"","""",""2021-10-30"",""2021-11-06"",""https://gangbuk.familynet.or.kr/center/lay1/program/S295T322C324/receipt/view.do?seq=130397"",""강북구건강다문화가족지원센터"",""2021-10-01 14:08:37.0"","""""||||
"[강북구청] 나무돌보미 모집 안내,""2001"",""문화행사(보육반장)"",""11305"",""강북구"","""","""",""127.02504"",""37.6394"",""01071"",""서울특별시 강북구 도봉로89길 13"","" (수유동)"",""Y"","""",""2021-10-01"",""2021-12-31"","""",""강북구청"",""2021-10-01 11:41:20.0"","""""||||
